no_cidade,nota,data_ref
"João Ramalho","10","2011-12-31"
"Tabatinga","5.88235294117647","2011-12-31"
"Salinas da Margarida","9.32494486025238","2011-12-31"
"Elísio Medrado","10","2011-12-31"
"Parelhas","6.78070240114036","2011-12-31"
"Bom Jesus","4.52169961372415","2011-12-31"
"Paulo Bento","10","2011-12-31"
"Rio Claro","5.43458185579196","2011-12-31"
"Morro Agudo","6.33599260030061","2011-12-31"
"Morro da Garça","10","2011-12-31"
"Rio Novo do Sul","10","2011-12-31"
"Sobradinho","9.82555398396983","2011-12-31"
"Poços de Caldas","6.54221157365812","2011-12-31"
"Capela do Alto","8.2485102500499","2011-12-31"
"Panorama","5.06271080983725","2011-12-31"
"Cerro Grande do Sul","9.08549299970212","2011-12-31"
"Alagoa Grande","10","2011-12-31"
"Boa Esperança","10","2011-12-31"
"Erebango","6.32298965632299","2011-12-31"
"Rio das Ostras","4.31936702032009","2011-12-31"
"Astorga","8.8673835125448","2011-12-31"
"Francisco Sá","8.53298611111111","2011-12-31"
"Taiúva","9.79284369114878","2011-12-31"
"Ariquemes","8.07874755128143","2011-12-31"
"Guajará-Mirim","5.04157739006224","2011-12-31"
"Francisco Dantas","10","2011-12-31"
"Pedra Bonita","6.50292397660819","2011-12-31"
"Caroebe","9.78729733749814","2011-12-31"
"Jumirim","9.27426616243472","2011-12-31"
"Corumbá de Goiás","6.09100159906963","2011-12-31"
"Baixa Grande do Ribeiro","7.268442994381","2011-12-31"
"Ouricuri","2.30373774186165","2011-12-31"
"Nortelândia","7.85681078568108","2011-12-31"
"Ouroeste","10","2011-12-31"
"Rio Grande da Serra","1.79840051962814","2011-12-31"
"Campo Alegre de Goiás","6.02428154295374","2011-12-31"
"Ouro Verde de Minas","7.44181681681682","2011-12-31"
"Florestópolis","8.47408511342937","2011-12-31"
"Rio das Flores","10","2011-12-31"
"Cajuri","10","2011-12-31"
"Jaborá","10","2011-12-31"
"Alfredo Vasconcelos","9.82559013682153","2011-12-31"
"Pio XII","4.08810056461063","2011-12-31"
"Piracuruca","10","2011-12-31"
"Santa Cruz da Vitória","9.08872901678657","2011-12-31"
"Poconé","10","2011-12-31"
"Antônio Prado de Minas","10","2011-12-31"
"Bela Vista da Caroba","10","2011-12-31"
"Pequizeiro","6.42377756471716","2011-12-31"
"Carmo de Minas","7.10776627992056","2011-12-31"
"Colônia do Piauí","7.61382028006474","2011-12-31"
"Pirapemas","4.24646725485977","2011-12-31"
"Cajazeiras do Piauí","6.34414318624845","2011-12-31"
"Sumaré","5.00076146452023","2011-12-31"
"Santos Dumont","4.52900099757731","2011-12-31"
"Tonantins","3.8625837492693","2011-12-31"
"Jaupaci","3.26169791190367","2011-12-31"
"Japira","7.86654423018059","2011-12-31"
"Paula Freitas","10","2011-12-31"
"Santo Antônio de Goiás","9.07776814108124","2011-12-31"
"Rosário","4.56203596412171","2011-12-31"
"Jandaíra","6.67339048579593","2011-12-31"
"Marianópolis do Tocantins","9.23872875092387","2011-12-31"
"Guapirama","6.83010123185754","2011-12-31"
"Santo Antônio do Paraíso","10","2011-12-31"
"São Sebastião do Alto","4.10295616717635","2011-12-31"
"Nova Ibiá","7.50773346710141","2011-12-31"
"Doresópolis","10","2011-12-31"
"São Domingos do Capim","3.60308972073678","2011-12-31"
"Viçosa","7.36735243541136","2011-12-31"
"Ipiguá","10","2011-12-31"
"Itapeva","8.45726639084573","2011-12-31"
"Valença","8.05492104171696","2011-12-31"
"Itanhangá","8.8139603667554","2011-12-31"
"Pitangueiras","10","2011-12-31"
"Sandovalina","8.72741253364091","2011-12-31"
"Santa Cecília do Pavão","7.57396449704142","2011-12-31"
"Itamari","6.95478356768679","2011-12-31"
"Juruena","1.20975246603387","2011-12-31"
"São Miguel","5.64334085778781","2011-12-31"
"Caçador","9.51295553983599","2011-12-31"
"Chácara","8.87523468168629","2011-12-31"
"Rio Pardo de Minas","8.0582486919052","2011-12-31"
"Piracaia","6.35802469135802","2011-12-31"
"Buriti dos Lopes","5.69227602834377","2011-12-31"
"Caririaçu","8.01467387925138","2011-12-31"
"Juarez Távora","9.4739839134458","2011-12-31"
"Coari","4.04648849093294","2011-12-31"
"Pocinhos","10","2011-12-31"
"Casa Grande","10","2011-12-31"
"Frei Inocêncio","10","2011-12-31"
"Riachuelo","3.10103002410695","2011-12-31"
"Pedra do Anta","10","2011-12-31"
"Perdigão","5.69293328937246","2011-12-31"
"Peruíbe","8.97116411534354","2011-12-31"
"Paraguaçu","9.09155479792599","2011-12-31"
"Palmeira dos Índios","5.89398060105379","2011-12-31"
"Jaraguari","5.60159607120933","2011-12-31"
"Viana","9.59184553055771","2011-12-31"
"Baixio","5.15873015873016","2011-12-31"
"Talismã","10","2011-12-31"
"Munhoz","8.05019895928987","2011-12-31"
"Xaxim","10","2011-12-31"
"Assunção","10","2011-12-31"
"Bom Jardim","5.48016492534326","2011-12-31"
"Inúbia Paulista","10","2011-12-31"
"Monte Carlo","7.28787377248152","2011-12-31"
"Aurilândia","5.08008008008008","2011-12-31"
"Matriz de Camaragibe","4.28337537059162","2011-12-31"
"Anchieta","10","2011-12-31"
"Aruanã","8.98180410375532","2011-12-31"
"Conceição das Alagoas","8.34673700915739","2011-12-31"
"Manoel Ribas","6.52581104368023","2011-12-31"
"Campo Belo do Sul","10","2011-12-31"
"Irauçuba","5.73963713415442","2011-12-31"
"Santa Luzia","9.12329770585689","2011-12-31"
"Piedade","8.69309189945162","2011-12-31"
"Sabará","4.8882397019265","2011-12-31"
"Trindade","2.25980719508228","2011-12-31"
"Porangatu","3.58685260277585","2011-12-31"
"Ribeirão Preto","5.36752307766057","2011-12-31"
"Trombudo Central","1.55596682431969","2011-12-31"
"Joselândia","5.33520533520534","2011-12-31"
"Amparo do Serra","7.85159620362381","2011-12-31"
"Vereda","8.19403474270731","2011-12-31"
"Jales","7.85962461494376","2011-12-31"
"Tacuru","10","2011-12-31"
"São Domingos","10","2011-12-31"
"Alcinópolis","8.86547467007237","2011-12-31"
"Edealina","10","2011-12-31"
"São Sebastião da Vargem Alegre","6.27293960627294","2011-12-31"
"Varre-Sai","4.88130031277239","2011-12-31"
"São Pedro","8.20607337195015","2011-12-31"
"Lorena","4.34479802850102","2011-12-31"
"Itaipava do Grajaú","4.34095155958028","2011-12-31"
"Itagimirim","1.97121179890803","2011-12-31"
"Itaju do Colônia","4.5481092130238","2011-12-31"
"Itanagra","3.60548964875552","2011-12-31"
"Seritinga","10","2011-12-31"
"Serranópolis de Minas","8.84377967711301","2011-12-31"
"Irupi","10","2011-12-31"
"Nova Palma","10","2011-12-31"
"Fontoura Xavier","3.7864166896425","2011-12-31"
"São João da Ponta","2.50856583455702","2011-12-31"
"São José","4.31217436057573","2011-12-31"
"Elias Fausto","5.89762384704661","2011-12-31"
"Cláudia","10","2011-12-31"
"Gastão Vidigal","3.82617509185354","2011-12-31"
"Ilhabela","1.21552800999327","2011-12-31"
"Apuí","4.49869060980172","2011-12-31"
"Conceição do Tocantins","8.41163310961969","2011-12-31"
"Imbé","6.09131936565565","2011-12-31"
"Uruburetama","8.98771706903854","2011-12-31"
"Palmas de Monte Alto","6.58491938112791","2011-12-31"
"Paragominas","7.82615480649189","2011-12-31"
"São Bonifácio","8.15793767335617","2011-12-31"
"Guapimirim","2.7663212069938","2011-12-31"
"Novo Horizonte","6.67164643635232","2011-12-31"
"Jandira","5.8431391345332","2011-12-31"
"João Pessoa","7.51223283342032","2011-12-31"
"Florínia","5.91218893644001","2011-12-31"
"São Francisco de Goiás","5.77342047930283","2011-12-31"
"Porto Rico","9.64570580597292","2011-12-31"
"Itapirapuã Paulista","10","2011-12-31"
"Aquiraz","7.09228959469575","2011-12-31"
"Aspásia","10","2011-12-31"
"Triunfo Potiguar","10","2011-12-31"
"Santa Luzia do Itanhy","7.74647887323944","2011-12-31"
"Confresa","10","2011-12-31"
"Alto Longá","8.65676055296814","2011-12-31"
"Nova Esperança do Sudoeste","10","2011-12-31"
"Ibirá","7.72025431425976","2011-12-31"
"Itapetim","6.82359065893202","2011-12-31"
"Água Doce do Maranhão","5.73805689747719","2011-12-31"
"Coruripe","7.31256863332335","2011-12-31"
"Nova Floresta","9.64938718103275","2011-12-31"
"Enéas Marques","9.4572559981365","2011-12-31"
"Bonito de Santa Fé","6.23355596033192","2011-12-31"
"Franco da Rocha","6.80652045588703","2011-12-31"
"Cabreúva","5.54190274649009","2011-12-31"
"Caieiras","0.271147264079655","2011-12-31"
"Poço Redondo","3.75608989470376","2011-12-31"
"Irati","8.56014825557973","2011-12-31"
"Miguel Pereira","5.85695149464185","2011-12-31"
"Mandirituba","6.49452269170579","2011-12-31"
"Senador Cortes","10","2011-12-31"
"Westfalia","10","2011-12-31"
"Lavras","8.23329219492128","2011-12-31"
"Lindolfo Collor","10","2011-12-31"
"Lauro Muller","10","2011-12-31"
"Imbituba","6.65847638653695","2011-12-31"
"Benedito Leite","5.92382154882155","2011-12-31"
"Italva","5.40230952602087","2011-12-31"
"Capim Grosso","5.17446808510638","2011-12-31"
"Apiaí","10","2011-12-31"
"Eliseu Martins","10","2011-12-31"
"Inajá","4.54901960784314","2011-12-31"
"Ponte Alta","10","2011-12-31"
"Muniz Ferreira","4.63458110516934","2011-12-31"
"Pequi","10","2011-12-31"
"Dionísio Cerqueira","8.32494125545485","2011-12-31"
"Barrocas","5.83675330597355","2011-12-31"
"Paço do Lumiar","0.758862397849602","2011-12-31"
"Coronel Vivida","10","2011-12-31"
"Gaúcha do Norte","10","2011-12-31"
"União do Sul","10","2011-12-31"
"Oeiras do Pará","2.93270089001097","2011-12-31"
"Itajaí","2.99003636020211","2011-12-31"
"Ilha Solteira","6.33830845771144","2011-12-31"
"São Gonçalo do Gurguéia","4.46112153429227","2011-12-31"
"Mairinque","6.86621741628794","2011-12-31"
"Porto de Moz","0.0760719225449516","2011-12-31"
"Placas","3.38430173292559","2011-12-31"
"Marataízes","7.47086860830937","2011-12-31"
"Ipaumirim","2.61643118785976","2011-12-31"
"Crato","8.92931852216787","2011-12-31"
"João Monlevade","7.25868945868946","2011-12-31"
"Maripá de Minas","10","2011-12-31"
"São Tomás de Aquino","9.88216583532133","2011-12-31"
"Sardoá","10","2011-12-31"
"Lambari","6.56842105263158","2011-12-31"
"São José da Vitória","6.91056910569106","2011-12-31"
"Caibi","8.21876643377658","2011-12-31"
"Ilhota","4.94711702490618","2011-12-31"
"Mamanguape","9.87411295810246","2011-12-31"
"Ubaitaba","5.09745499689634","2011-12-31"
"Candiba","5.85738209292363","2011-12-31"
"Cambira","6.80555555555556","2011-12-31"
"Rodelas","5.2521448001674","2011-12-31"
"Salto de Pirapora","7.23980345668831","2011-12-31"
"Rancharia","10","2011-12-31"
"Águas Mornas","9.54997383568812","2011-12-31"
"Goiatins","2.88529587892645","2011-12-31"
"Ipuiúna","9.90164243023201","2011-12-31"
"Aracruz","8.46019068423328","2011-12-31"
"Cantagalo","10","2011-12-31"
"Porto Calvo","10","2011-12-31"
"Capitão de Campos","10","2011-12-31"
"Encruzilhada do Sul","7.91605374129646","2011-12-31"
"Corumbataí do Sul","10","2011-12-31"
"Gaspar","5.98872850997497","2011-12-31"
"Mirassol","3.3281109053791","2011-12-31"
"Buritinópolis","10","2011-12-31"
"Douradina","10","2011-12-31"
"Ronda Alta","10","2011-12-31"
"Ibatiba","7.28392668691176","2011-12-31"
"Itapuã do Oeste","8.40562945826104","2011-12-31"
"Santa Salete","10","2011-12-31"
"Duas Barras","2.28339198927434","2011-12-31"
"Catende","3.54711916403029","2011-12-31"
"Jacupiranga","7.1956571956572","2011-12-31"
"Jandaia","7.57281553398058","2011-12-31"
"Mateus Leme","7.04748635783119","2011-12-31"
"Lavrinhas","7.55499332349427","2011-12-31"
"Santana de Mangueira","8.3409996933456","2011-12-31"
"João Neiva","8.93262470243038","2011-12-31"
"Congonhas do Norte","10","2011-12-31"
"São Geraldo do Baixio","6.71868227134807","2011-12-31"
"Ibicoara","8.10714053244809","2011-12-31"
"Rio do Prado","10","2011-12-31"
"Santa Rita do Araguaia","5.65681961030798","2011-12-31"
"Porto Belo","5.72282549084129","2011-12-31"
"Anita Garibaldi","10","2011-12-31"
"Bombinhas","7.28541993418827","2011-12-31"
"Pedra Dourada","10","2011-12-31"
"Ametista do Sul","10","2011-12-31"
"Ceará-Mirim","7.85957211676901","2011-12-31"
"Feliz Deserto","8.1767955801105","2011-12-31"
"Tucano","9.78478478478478","2011-12-31"
"Itamarati","3.13798285158667","2011-12-31"
"Embu das Artes","5.54287430815251","2011-12-31"
"Ilha Comprida","10","2011-12-31"
"Pilar de Goiás","2.0639834881321","2011-12-31"
"Itatinga","8.85900841080124","2011-12-31"
"Abaíra","7.33752620545073","2011-12-31"
"Maranguape","6.05905651321662","2011-12-31"
"Ortigueira","5.75761612931877","2011-12-31"
"São João do Piauí","10","2011-12-31"
"Afonso Cláudio","7.88090531574189","2011-12-31"
"São José do Sabugi","10","2011-12-31"
"Turmalina","9.5769409576941","2011-12-31"
"Araraquara","6.15835482600975","2011-12-31"
"Guaribas","9.91863075196408","2011-12-31"
"Várzea Paulista","6.99915106858212","2011-12-31"
"Campo Magro","5.88577432549064","2011-12-31"
"Comendador Gomes","9.55075445816187","2011-12-31"
"Nova Bréscia","10","2011-12-31"
"Presidente Castello Branco","10","2011-12-31"
"Franca","5.05264001304085","2011-12-31"
"Água Nova","10","2011-12-31"
"Pedra Azul","9.80790220475879","2011-12-31"
"Córrego do Bom Jesus","10","2011-12-31"
"Barreira","10","2011-12-31"
"Ariranha","5.66926575698505","2011-12-31"
"Ribas do Rio Pardo","7.18596388767217","2011-12-31"
"Imbuia","6.77937589368324","2011-12-31"
"Cordislândia","7.3037037037037","2011-12-31"
"Santana da Ponte Pensa","10","2011-12-31"
"Cocal do Sul","8.82174894061967","2011-12-31"
"Santa Fé do Sul","9.20283164050477","2011-12-31"
"Caturaí","6.57698056801196","2011-12-31"
"Santa Filomena","5.1492669139728","2011-12-31"
"Cravinhos","4.91625444762649","2011-12-31"
"Cristiano Otoni","8.33569338242235","2011-12-31"
"Russas","10","2011-12-31"
"Itaparica","4.71649885532662","2011-12-31"
"Glória de Dourados","6.84743905779238","2011-12-31"
"Campo Alegre de Lourdes","8.13521241830065","2011-12-31"
"Redenção do Gurguéia","5.79710144927536","2011-12-31"
"Regente Feijó","10","2011-12-31"
"Ribeirão das Neves","7.36024992443039","2011-12-31"
"Portelândia","10","2011-12-31"
"Quintana","8.89807795390152","2011-12-31"
"João Costa","2.96934865900383","2011-12-31"
"São Sebastião do Tocantins","9.69672242622059","2011-12-31"
"Riachinho","10","2011-12-31"
"Angelândia","10","2011-12-31"
"Comendador Levy Gasparian","8.44027640671274","2011-12-31"
"Conceição do Rio Verde","9.37804260622347","2011-12-31"
"Escada","4.13157113835057","2011-12-31"
"Palmas","7.66071439517933","2011-12-31"
"Porto Velho","5.45476726915789","2011-12-31"
"Presidente Epitácio","8.24547952207527","2011-12-31"
"Magalhães de Almeida","3.61616161616162","2011-12-31"
"Pinhal de São Bento","10","2011-12-31"
"Laranjal Paulista","4.75054661101173","2011-12-31"
"Caridade do Piauí","10","2011-12-31"
"Pau dos Ferros","10","2011-12-31"
"Caiabu","10","2011-12-31"
"Cruz do Espírito Santo","10","2011-12-31"
"Caibaté","10","2011-12-31"
"Barão de Grajaú","7.92804006994458","2011-12-31"
"Itajuípe","10","2011-12-31"
"Três Fronteiras","10","2011-12-31"
"Pedrinópolis","9.5818107998376","2011-12-31"
"Chavantes","4.83025222949439","2011-12-31"
"Igarapé Grande","6.06149484284108","2011-12-31"
"Inconfidentes","9.08325234855847","2011-12-31"
"Ninheira","10","2011-12-31"
"Urubici","7.44003915810083","2011-12-31"
"Riacho de Santana","10","2011-12-31"
"Gurupá","1.04431721798134","2011-12-31"
"Santa Bárbara do Pará","6.73630895853118","2011-12-31"
"Alagoinha","10","2011-12-31"
"São Félix do Piauí","10","2011-12-31"
"Ipaussu","7.1817890349471","2011-12-31"
"Ibicuí","9.89646772228989","2011-12-31"
"Guaraciaba","10","2011-12-31"
"Acreúna","5.43877904960111","2011-12-31"
"Piatã","6.32469685073715","2011-12-31"
"Santa Cruz da Esperança","8.63647611977233","2011-12-31"
"Barra de Guabiraba","5.97329888027563","2011-12-31"
"Guará","5.83962603380079","2011-12-31"
"Marmelópolis","10","2011-12-31"
"Dois Córregos","7.42627398169292","2011-12-31"
"Brasileira","5.45466774280334","2011-12-31"
"Vale do Sol","10","2011-12-31"
"Bela Cruz","6.40906013868306","2011-12-31"
"Candelária","7.33262650009988","2011-12-31"
"Cabrália Paulista","6.21111111111111","2011-12-31"
"Califórnia","10","2011-12-31"
"Caldas","7.40177696699436","2011-12-31"
"Camboriú","3.74910770216919","2011-12-31"
"Urandi","8.69663065843621","2011-12-31"
"Passagem Franca do Piauí","10","2011-12-31"
"Canudos do Vale","8.64197530864197","2011-12-31"
"Paraíso","8.03515379786566","2011-12-31"
"Paraisópolis","7.13033033033033","2011-12-31"
"São José da Boa Vista","9.66613430679139","2011-12-31"
"Pedreira","5.79701114330519","2011-12-31"
"Vitória das Missões","9.77777777777778","2011-12-31"
"São Luíz do Norte","6.24872579001019","2011-12-31"
"Bom Jesus do Amparo","7.86782061369001","2011-12-31"
"Guzolândia","10","2011-12-31"
"Bataguassu","6.33587608183451","2011-12-31"
"Cambará","6.75444048897177","2011-12-31"
"Entre Rios","6.14844093104963","2011-12-31"
"Propriá","3.54162356024553","2011-12-31"
"Buritirana","5.04641557273136","2011-12-31"
"Iracemápolis","4.35883997204752","2011-12-31"
"Brodowski","10","2011-12-31"
"Bastos","10","2011-12-31"
"Bequimão","5.54152637485971","2011-12-31"
"Uru","3.69187078452254","2011-12-31"
"Muribeca","7.81550288276746","2011-12-31"
"Nova Odessa","5.57410567798636","2011-12-31"
"Governador Dix-Sept Rosado","8.72387653390292","2011-12-31"
"Cerqueira César","5.77974628171479","2011-12-31"
"Joca Marques","3.52474323062558","2011-12-31"
"Pinheiro","5.56737660512966","2011-12-31"
"Ubaí","6.23256757442061","2011-12-31"
"Alcantil","8.15739914758648","2011-12-31"
"Vidal Ramos","7.57867694283879","2011-12-31"
"Fraiburgo","8.76491857651633","2011-12-31"
"Paiva","10","2011-12-31"
"Jampruca","8.98111550285463","2011-12-31"
"Goioxim","9.33390204023601","2011-12-31"
"São Marcos","3.11214490318968","2011-12-31"
"Currais Novos","6.50516359424766","2011-12-31"
"Trombas","3.09106098579783","2011-12-31"
"Augusto de Lima","10","2011-12-31"
"Brunópolis","10","2011-12-31"
"Santa Helena","10","2011-12-31"
"Olinda","6.74533326777783","2011-12-31"
"Piracema","10","2011-12-31"
"Junco do Maranhão","3.6986301369863","2011-12-31"
"Sales Oliveira","5.70536828963795","2011-12-31"
"Cedro","9.09770262191477","2011-12-31"
"Manhuaçu","8.60978905928668","2011-12-31"
"Monte Sião","7.82989596641723","2011-12-31"
"Mãe do Rio","4.49598572702944","2011-12-31"
"Nhandeara","7.41944544761446","2011-12-31"
"Caucaia","3.13726360321581","2011-12-31"
"Atilio Vivacqua","10","2011-12-31"
"Laranjal do Jari","2.47642036565196","2011-12-31"
"Glaucilândia","6.47863247863248","2011-12-31"
"Campo Limpo Paulista","4.20505967034771","2011-12-31"
"Doutor Maurício Cardoso","7.70849776374638","2011-12-31"
"Nova Monte Verde","10","2011-12-31"
"Santana","5.20159445860289","2011-12-31"
"Guamaré","10","2011-12-31"
"Flores","8.03674768518519","2011-12-31"
"São Nicolau","10","2011-12-31"
"Bela Vista do Piauí","10","2011-12-31"
"Massapê do Piauí","10","2011-12-31"
"Itaguaru","3.44827586206897","2011-12-31"
"Bálsamo","8.15552394499763","2011-12-31"
"Santo Antônio das Missões","9.09794812233837","2011-12-31"
"Santa Cruz da Baixa Verde","7.86942050791045","2011-12-31"
"Santa Rita de Ibitipoca","5.28255528255528","2011-12-31"
"Sossêgo","10","2011-12-31"
"Santa Gertrudes","7.90794623107027","2011-12-31"
