no_cidade,nota,data_ref
"Candeal","4.86953325983094","2011-12-31"
"Campo Belo","6.15522311724843","2011-12-31"
"Tauá","6.95681942247018","2011-12-31"
"Ribeirão do Pinhal","7.6320939334638","2011-12-31"
"Itacoatiara","7.3441121443132","2011-12-31"
"Pomerode","2.79584775086505","2011-12-31"
"São Joaquim","4.62794417783662","2011-12-31"
"Flores da Cunha","4.58140296691469","2011-12-31"
"Cristinápolis","3.69352869352869","2011-12-31"
"Santo Antônio dos Milagres","10","2011-12-31"
"Coronel Fabriciano","4.63967175792147","2011-12-31"
"Monte Santo do Tocantins","6.55655655655656","2011-12-31"
"Mateiros","7.41749924311232","2011-12-31"
"São Miguel dos Campos","2.72248851337323","2011-12-31"
"Campanha","9.52425577109299","2011-12-31"
"Coronel Pilar","10","2011-12-31"
"Lagoa de Dentro","10","2011-12-31"
"Camocim","10","2011-12-31"
"Rincão","4.69217663581526","2011-12-31"
"Gentil","10","2011-12-31"
"Lajes","10","2011-12-31"
"Maricá","3.66181377905088","2011-12-31"
"Formosa","6.72363455102186","2011-12-31"
"São Miguel da Boa Vista","10","2011-12-31"
"Dom Eliseu","1.865720667455","2011-12-31"
"Nova Luzitânia","6.76691729323308","2011-12-31"
"Olho d'Água Grande","5.84731339654753","2011-12-31"
"Ipiaú","8.76838734190957","2011-12-31"
"Caçapava do Sul","6.70816599732262","2011-12-31"
"Águas de Chapecó","10","2011-12-31"
"Romelândia","10","2011-12-31"
"Santa Bárbara de Goiás","10","2011-12-31"
"Palhoça","5.93012852962995","2011-12-31"
"Fernando Pedroza","10","2011-12-31"
"Dracena","7.39939290115108","2011-12-31"
"Redenção","2.6829036892467","2011-12-31"
"Feira Nova do Maranhão","7.96999531176746","2011-12-31"
"Osvaldo Cruz","9.44100469854652","2011-12-31"
"Canguçu","5.15965889220671","2011-12-31"
"Nova Itarana","6.57936507936508","2011-12-31"
"Porto do Mangue","7.00746118168986","2011-12-31"
"Arujá","6.17797433107531","2011-12-31"
"Zortéa","6.34023854362837","2011-12-31"
"Maurilândia do Tocantins","7.38811728395062","2011-12-31"
"Laurentino","9.98043052837573","2011-12-31"
"Santo Afonso","9.4540380254666","2011-12-31"
"Ramilândia","7.70748550992724","2011-12-31"
"Morro do Chapéu do Piauí","10","2011-12-31"
"Bela Vista do Paraíso","5.96858009672284","2011-12-31"
"Boituva","5.83567547311223","2011-12-31"
"Milagres","3.6511568777015","2011-12-31"
"Nova Canaã Paulista","7.88187805396218","2011-12-31"
"Lagoa d'Anta","7.88168117569971","2011-12-31"
"São José de Piranhas","6.5333109206029","2011-12-31"
"Pompéia","5.40276716747305","2011-12-31"
"Gameleira de Goiás","10","2011-12-31"
"Coribe","8.89035958526362","2011-12-31"
"Jardim de Piranhas","10","2011-12-31"
"Pimenteiras","6.66392993979201","2011-12-31"
"Apiacás","9.7495183044316","2011-12-31"
"Marcelândia","5.82316420466709","2011-12-31"
"Alto Alegre","6.61375661375661","2011-12-31"
"Santa Isabel do Ivaí","8.36314616062633","2011-12-31"
"Arabutã","10","2011-12-31"
"Mairiporã","4.42547345697184","2011-12-31"
"Leopoldo de Bulhões","3.11571800933503","2011-12-31"
"Mar de Espanha","5.43900543900544","2011-12-31"
"Santa Quitéria","3.81334155617227","2011-12-31"
"Craíbas","2.97763109644298","2011-12-31"
"Amaporã","4.1002072632243","2011-12-31"
"Ipuaçu","10","2011-12-31"
"Quinze de Novembro","10","2011-12-31"
"Caraguatatuba","6.29106718658957","2011-12-31"
"Boquira","10","2011-12-31"
"Rebouças","10","2011-12-31"
"Pedro Avelino","8.0155192339442","2011-12-31"
"Angical","9.60862716587907","2011-12-31"
"Sobradinho","5.8564389036492","2011-12-31"
"Bacuri","0.616046908632079","2011-12-31"
"Olaria","10","2011-12-31"
"Alto Piquiri","7.21329952099183","2011-12-31"
"Dois Irmãos do Tocantins","6.36891793754539","2011-12-31"
"Cordilheira Alta","1.76936401880723","2011-12-31"
"Mário Campos","5.30543225533714","2011-12-31"
"Lacerdópolis","9.46115288220551","2011-12-31"
"Caetanos","6.63623595505618","2011-12-31"
"Inácio Martins","10","2011-12-31"
"Laranja da Terra","10","2011-12-31"
"Jangada","3.55527725596605","2011-12-31"
"Ibirajuba","3.0441400304414","2011-12-31"
"Lafaiete Coutinho","6.1833400837046","2011-12-31"
"Lajeado Novo","5.02950987939441","2011-12-31"
"Venha-Ver","5.36193029490617","2011-12-31"
"Parazinho","10","2011-12-31"
"Itacambira","7.66245287203371","2011-12-31"
"Turvo","9.62566844919786","2011-12-31"
"Plácido de Castro","10","2011-12-31"
"Pouso Alto","10","2011-12-31"
"Amaral Ferrador","6.60972606955986","2011-12-31"
"Brasília","3.81509224118764","2011-12-31"
"Divisópolis","6.82889008170812","2011-12-31"
"Sertaneja","7.27596072063713","2011-12-31"
"Satuba","4.84991356278485","2011-12-31"
"Umarizal","9.62048468221308","2011-12-31"
"Sério","10","2011-12-31"
"Jacuí","6.62380674069745","2011-12-31"
"Presidente Sarney","4.11138033152571","2011-12-31"
"Itapebi","5.55043994270514","2011-12-31"
"Itabirito","6.3582188058079","2011-12-31"
"Severínia","10","2011-12-31"
"Imbituva","10","2011-12-31"
"Botuverá","10","2011-12-31"
"Ipuã","5.71960087941823","2011-12-31"
"Nonoai","10","2011-12-31"
"Faina","4.83091787439613","2011-12-31"
"Campo Largo","5.8557179964059","2011-12-31"
"Irapuru","6.80841924398626","2011-12-31"
"Pouso Redondo","8.86805352085165","2011-12-31"
"Serra de São Bento","8.08173223543763","2011-12-31"
"Sidrolândia","10","2011-12-31"
"Porto Xavier","7.11737579396154","2011-12-31"
"Arcos","8.09270648736926","2011-12-31"
"Macaparana","8.66146848602989","2011-12-31"
"Campinas","6.19002840877637","2011-12-31"
"Campinaçu","2.47057301772086","2011-12-31"
"Iranduba","6.36475095785441","2011-12-31"
"Passos Maia","9.28462709284627","2011-12-31"
"Maracás","4.40960937997833","2011-12-31"
"Olho D'Água do Piauí","10","2011-12-31"
"Dianópolis","10","2011-12-31"
"Passagem Franca","3.22299651567944","2011-12-31"
"Pirambu","4.43675065717766","2011-12-31"
"São Lourenço da Serra","8.41068065644337","2011-12-31"
"Milagres","4.41347905282332","2011-12-31"
"Mauá da Serra","5.5905695611578","2011-12-31"
"Iguatama","9.38087341072416","2011-12-31"
"São Brás","5.77910250041398","2011-12-31"
"São Félix de Balsas","10","2011-12-31"
"São Pedro de Alcântara","10","2011-12-31"
"Nova Tebas","10","2011-12-31"
"Pedro Régis","6.34780041334514","2011-12-31"
"Olinda Nova do Maranhão","8.20270957599297","2011-12-31"
"Caputira","5.64284507518162","2011-12-31"
"São Lourenço do Sul","8.00516045799065","2011-12-31"
"Santo Antônio do Pinhal","10","2011-12-31"
"Santarém Novo","4.78537687410146","2011-12-31"
"Cristais Paulista","8.46769153855768","2011-12-31"
"Malhada dos Bois","4.20168067226891","2011-12-31"
"Tavares","8.35389495946422","2011-12-31"
"Fruta de Leite","8.72727272727273","2011-12-31"
"Lagoa da Confusão","6.71366230278617","2011-12-31"
"Campo Mourão","4.6870753341734","2011-12-31"
"Medicilândia","4.31104927228958","2011-12-31"
"Lapão","10","2011-12-31"
"São Bento do Trairí","5.18315853473172","2011-12-31"
"Itauçu","7.17710750193349","2011-12-31"
"Tiradentes do Sul","9.33481976960238","2011-12-31"
"Lavandeira","6.38095238095238","2011-12-31"
"Riacho Frio","1.89633375474083","2011-12-31"
"Adrianópolis","10","2011-12-31"
"Sapiranga","4.7709225632131","2011-12-31"
"Itajá","9.39135636309257","2011-12-31"
"Itabuna","4.76667978286348","2011-12-31"
"Mairi","10","2011-12-31"
"Bom Lugar","0.856138776730971","2011-12-31"
"Itaperuçu","6.78941556235134","2011-12-31"
"Nova Aurora","9.28813559322034","2011-12-31"
"Taipu","10","2011-12-31"
"Mato Rico","5.52903739061257","2011-12-31"
"Itu","4.09224169156932","2011-12-31"
"Vargeão","10","2011-12-31"
"Adolfo","9.53819051214295","2011-12-31"
"Ulianópolis","1.69173924518343","2011-12-31"
"Porto Vera Cruz","5.77777777777778","2011-12-31"
"Taguaí","8.4734715160996","2011-12-31"
"Vila Velha","2.67754506967225","2011-12-31"
"Valinhos","4.48446856646808","2011-12-31"
"Pirpirituba","7.28925874556943","2011-12-31"
"Alegre","6.37460491125699","2011-12-31"
"Custódia","5.3584229390681","2011-12-31"
"Sarandi","4.38450643512532","2011-12-31"
"Terra de Areia","10","2011-12-31"
"Barra do Rio Azul","10","2011-12-31"
"Itobi","6.87159782260647","2011-12-31"
"São Pedro da União","10","2011-12-31"
"Morungaba","7.17817957039097","2011-12-31"
"Saldanha Marinho","10","2011-12-31"
"Campina Grande","5.07271608807178","2011-12-31"
"Rio Branco do Ivaí","7.87262872628726","2011-12-31"
"Sapucaí-Mirim","8.97015158618534","2011-12-31"
"Pontal do Paraná","8.51959831551668","2011-12-31"
"Assis","4.82598335119395","2011-12-31"
"Marizópolis","5.75453677172875","2011-12-31"
"Parauapebas","4.66097637709111","2011-12-31"
"Belém do Piauí","10","2011-12-31"
"São Roque","6.29541681782703","2011-12-31"
"Grossos","8.71754932502596","2011-12-31"
"Altos","7.31942006371497","2011-12-31"
"Vermelho Novo","9.34101087651951","2011-12-31"
"Jardinópolis","6.27965322801004","2011-12-31"
"Ipiaçu","4.9551125102017","2011-12-31"
"Salvador do Sul","9.67456427015251","2011-12-31"
"Aramina","9.42421895171702","2011-12-31"
"Serra","8.16317069094712","2011-12-31"
"São Francisco de Assis do Piauí","6.48148148148148","2011-12-31"
"Cacequi","3.79870017029854","2011-12-31"
"Nina Rodrigues","3.82824344812649","2011-12-31"
"Bom Jesus do Itabapoana","4.56195116999137","2011-12-31"
"Bom Sucesso de Itararé","6.84346898338668","2011-12-31"
"Serra Caiada","9.58132045088567","2011-12-31"
"Ouriçangas","10","2011-12-31"
"Parnaíba","5.44107979624286","2011-12-31"
"Pureza","10","2011-12-31"
"Upanema","9.00404263138552","2011-12-31"
"Afonso Cunha","10","2011-12-31"
"Jundiaí","6.21733013361855","2011-12-31"
"Pontalinda","8.03808146541335","2011-12-31"
"Itabi","4.27968655816757","2011-12-31"
"Conceição do Pará","8.19063926940639","2011-12-31"
"Itapagipe","8.8780113254631","2011-12-31"
"Foz do Iguaçu","6.60344744966765","2011-12-31"
"Ibipitanga","6.1608010162146","2011-12-31"
"Lins","3.68394582749578","2011-12-31"
"Olímpia","5.92388217154914","2011-12-31"
"Guaxupé","7.35077677841374","2011-12-31"
"Platina","10","2011-12-31"
"Santana do Riacho","7.60357815442561","2011-12-31"
"Bacurituba","10","2011-12-31"
"São Luiz","4.74461389494069","2011-12-31"
"Pacaraima","10","2011-12-31"
"Cocal de Telha","10","2011-12-31"
"Tocantinópolis","8.10190117669342","2011-12-31"
"Cachoeira da Prata","10","2011-12-31"
"Mucugê","6.83644765923247","2011-12-31"
"Cantagalo","7.9403699841656","2011-12-31"
"Tocos do Moji","8.70525337052534","2011-12-31"
"Natividade","6.7435643266949","2011-12-31"
"Frei Miguelinho","3.17921146953405","2011-12-31"
"Theobroma","6.45145367490992","2011-12-31"
"Aparecida do Rio Negro","4.31356837606838","2011-12-31"
"São João do Polêsine","5.87037037037037","2011-12-31"
"Ipeúna","9.27416077379501","2011-12-31"
"Humberto de Campos","3.37361530715005","2011-12-31"
"Jundiá","7.90598290598291","2011-12-31"
"Areal","8.20190521364481","2011-12-31"
"Aquidabã","6.08589403629179","2011-12-31"
"Gavião Peixoto","9.69575392845202","2011-12-31"
"Caxambu","6.61160420775805","2011-12-31"
"Chapadão do Lageado","0.403373670700403","2011-12-31"
"São José do Cerrito","6.05235042735043","2011-12-31"
"Saúde","7.35677083333333","2011-12-31"
"Santo Antônio de Lisboa","5.82443948043352","2011-12-31"
"Vargem Grande do Sul","3.95531087335388","2011-12-31"
"Quijingue","9.60748317160591","2011-12-31"
"Piraúba","6.87566645340158","2011-12-31"
"Ministro Andreazza","8.19200328913557","2011-12-31"
"Missal","10","2011-12-31"
"Desterro do Melo","10","2011-12-31"
"Varzedo","7.68810148731409","2011-12-31"
"Ipiranga do Piauí","10","2011-12-31"
"Lagoa Real","9.91735537190083","2011-12-31"
"Brejo da Madre de Deus","3.73660768026965","2011-12-31"
"Altamira","4.38807990440236","2011-12-31"
"Águia Branca","8.34222425443276","2011-12-31"
"Pedra Preta","10","2011-12-31"
"Girau do Ponciano","3.74799159560005","2011-12-31"
"Caetité","9.19768509620518","2011-12-31"
"Guapó","7.27031509121061","2011-12-31"
"Fernandes Tourinho","7.78433300557194","2011-12-31"
"Rio Vermelho","7.61916782363583","2011-12-31"
"Santa Terezinha do Progresso","10","2011-12-31"
"Esperantina","5.99595485091668","2011-12-31"
"Socorro","7.91819291819292","2011-12-31"
"Sátiro Dias","5.49532017421926","2011-12-31"
"Estrela d'Oeste","6.48604269293925","2011-12-31"
"Santo Antônio de Posse","9.72529066523845","2011-12-31"
"Duas Estradas","9.85267034990792","2011-12-31"
"Gracho Cardoso","4.60384435067979","2011-12-31"
"Fernão","10","2011-12-31"
"Bayeux","7.19868989623758","2011-12-31"
"Piranguçu","6.38935731684467","2011-12-31"
"Cerejeiras","4.33857098843234","2011-12-31"
"Central do Maranhão","5.14705882352941","2011-12-31"
"Palmares Paulista","5.98362969235111","2011-12-31"
"Conceição das Pedras","7.98941798941799","2011-12-31"
"Nova Fátima","7.50719631548647","2011-12-31"
"São Sebastião","5.29306116810002","2011-12-31"
"Lima Duarte","9.86222107645155","2011-12-31"
"Nova Belém","9.28552666141319","2011-12-31"
"Nipoã","5.93047034764826","2011-12-31"
"Teixeiras","10","2011-12-31"
"Macieira","10","2011-12-31"
"Nova Europa","5.96485973844464","2011-12-31"
"Rio do Oeste","5.852933225196","2011-12-31"
"Rio Preto","7.98826777087647","2011-12-31"
"Aguanil","10","2011-12-31"
"Ibirapuã","8.73400673400673","2011-12-31"
"São Sebastião da Bela Vista","10","2011-12-31"
"Porciúncula","5.67883560009544","2011-12-31"
"Paraty","7.77188719534644","2011-12-31"
"Senhora dos Remédios","6.54744873628994","2011-12-31"
"Pereiras","7.21936996894213","2011-12-31"
"Saudades","9.37516589690503","2011-12-31"
"Rianápolis","7.4212271973466","2011-12-31"
"Santa Cecília do Sul","10","2011-12-31"
"Jateí","9.80893270049897","2011-12-31"
"Sorocaba","6.46033307824059","2011-12-31"
"Itaituba","2.98355480881829","2011-12-31"
"Populina","8.85177908753547","2011-12-31"
"Angelina","9.75937110535903","2011-12-31"
"Manduri","5.56581512260183","2011-12-31"
"São Jorge d'Oeste","9.98463901689708","2011-12-31"
"Pilões","9.30059523809524","2011-12-31"
"Cesário Lange","7.72270450231806","2011-12-31"
"Jequitaí","10","2011-12-31"
"Imbé de Minas","7.77777777777778","2011-12-31"
"Arapeí","10","2011-12-31"
"Ourolândia","7.09664576490495","2011-12-31"
"Maracaju","7.35501744852021","2011-12-31"
"Novo Horizonte","4.55919266431023","2011-12-31"
"Tapiramutá","10","2011-12-31"
"São Félix do Xingu","1.21376356436117","2011-12-31"
"Caraí","5.44854009776721","2011-12-31"
"Montes Claros","4.95535725269345","2011-12-31"
"Recreio","6.88371248240476","2011-12-31"
"Sabinópolis","9.01302030628078","2011-12-31"
"Novo Aripuanã","4.07151538412333","2011-12-31"
"Croatá","8.19113756613757","2011-12-31"
"São João do Rio do Peixe","7.38615229289548","2011-12-31"
"Bozano","10","2011-12-31"
"Brejo","1.34288432882713","2011-12-31"
"Santa Terezinha de Goiás","5.4077409378269","2011-12-31"
"São Luís do Curu","8.05460172114121","2011-12-31"
"Franciscópolis","7.68494592783999","2011-12-31"
"Ângulo","9.97193330031369","2011-12-31"
"Boa Esperança do Iguaçu","10","2011-12-31"
"Serrinha","10","2011-12-31"
"Chapada dos Guimarães","7.08886036228783","2011-12-31"
"Pedra Branca do Amapari","1.69949787562766","2011-12-31"
"Nova Prata","5.74199623352166","2011-12-31"
"Viradouro","8.29024049905606","2011-12-31"
"Ribeirão","5.11916421808684","2011-12-31"
"Vista Alegre do Alto","8.24484697064335","2011-12-31"
"Palmácia","7.50564074227564","2011-12-31"
"Pinheiros","8.1524092286757","2011-12-31"
"Landri Sales","9.58491299698649","2011-12-31"
"Santa Tereza do Oeste","8.02909497831865","2011-12-31"
"Monsenhor Gil","10","2011-12-31"
"Planalto Alegre","10","2011-12-31"
"Pedras Altas","10","2011-12-31"
"Almirante Tamandaré do Sul","10","2011-12-31"
"Carmo do Rio Claro","6.14411104307001","2011-12-31"
"Canela","6.0492069947133","2011-12-31"
"Amélia Rodrigues","4.67498671358147","2011-12-31"
"Ponte Serrada","6.36387995712755","2011-12-31"
"Wanderley","6.97246883687562","2011-12-31"
"Laguna Carapã","10","2011-12-31"
"Joaquim Pires","10","2011-12-31"
"Japaratuba","10","2011-12-31"
"Vera Cruz do Oeste","8.76178569568162","2011-12-31"
"Cardeal da Silva","8.6738782051282","2011-12-31"
"Murici","4.26644990516684","2011-12-31"
"Caruaru","6.42007039488245","2011-12-31"
"Uiramutã","10","2011-12-31"
"Moreira Sales","6.57475353939663","2011-12-31"
"Coqueiro Baixo","9.73481033903995","2011-12-31"
"Sabáudia","7.22259185333038","2011-12-31"
"Cícero Dantas","6.83629246470013","2011-12-31"
"Piacatu","10","2011-12-31"
"Araxá","9.40979311047225","2011-12-31"
"Pedra Branca","10","2011-12-31"
"Alto Boa Vista","7.05268648930621","2011-12-31"
"Nova Bandeirantes","8.5815698431954","2011-12-31"
"Sítio Novo do Tocantins","5.72032580986134","2011-12-31"
"Cezarina","5.90838416457362","2011-12-31"
"Porto Real","9.35600795792113","2011-12-31"
"Lucas do Rio Verde","8.77856883244607","2011-12-31"
"Lindoeste","8.76672954280068","2011-12-31"
"Pratinha","9.73298880275624","2011-12-31"
"Mascote","3.4714883957575","2011-12-31"
"Wall Ferraz","10","2011-12-31"
"São José de Ribamar","4.015217622952","2011-12-31"
"Lagoa","7.86143286143286","2011-12-31"
"Floresta do Araguaia","0.368724279835391","2011-12-31"
"Siderópolis","8.46169644690902","2011-12-31"
"Cosmorama","8.01384954359459","2011-12-31"
"Amaraji","4.85721142308615","2011-12-31"
"Baraúna","5.3386523663157","2011-12-31"
"Coronel Macedo","10","2011-12-31"
"Itacuruba","6.67396061269147","2011-12-31"
"Vieiras","10","2011-12-31"
"Paracatu","7.36731087167208","2011-12-31"
"Balsa Nova","8.24359450427033","2011-12-31"
"Bom Jesus da Lapa","2.3535026247708","2011-12-31"
"Miraselva","10","2011-12-31"
"Cerro Negro","10","2011-12-31"
"Boa Vista do Sul","7.51124956732433","2011-12-31"
"Itaíba","2.48876674082799","2011-12-31"
"Harmonia","3.05156831472621","2011-12-31"
"Nova Prata do Iguaçu","10","2011-12-31"
"Riachão do Bacamarte","9.4692630775105","2011-12-31"
"São João do Paraíso","1.80773779354621","2011-12-31"
"Guaporema","8.64669640960272","2011-12-31"
"Garibaldi","4.97465791583439","2011-12-31"
"São Francisco","10","2011-12-31"
"Santa Terezinha de Itaipu","9.71553329480511","2011-12-31"
"Brejetuba","10","2011-12-31"
"Capitão","10","2011-12-31"
"Grajaú","6.13420615255983","2011-12-31"
"Nova Granada","7.62777056589259","2011-12-31"
"Divinópolis do Tocantins","10","2011-12-31"
"Progresso","10","2011-12-31"
"Embaúba","10","2011-12-31"
"Pintadas","10","2011-12-31"
"Barra D'Alcântara","10","2011-12-31"
"São Julião","8.20992465575474","2011-12-31"
"Resende","6.07793375951685","2011-12-31"
"Ibirapuitã","10","2011-12-31"
"Votuporanga","7.39602814141954","2011-12-31"
"Ouro Verde","10","2011-12-31"
"Camaquã","6.49401353461739","2011-12-31"
"Saboeiro","6.59711354547035","2011-12-31"
"Montadas","10","2011-12-31"
"Jacobina","6.17675277200908","2011-12-31"
"Pacajá","0.183168154907925","2011-12-31"
"Paranã","2.52076436080618","2011-12-31"
"Sant'Ana do Livramento","3.68294366173475","2011-12-31"
"Duque Bacelar","10","2011-12-31"
"Alfredo Chaves","10","2011-12-31"
"Uibaí","10","2011-12-31"
"Presidente Venceslau","6.86954421557465","2011-12-31"
"Alecrim","10","2011-12-31"
"Ipu","6.6752211046263","2011-12-31"
"Monte das Gameleiras","10","2011-12-31"
"Goianinha","8.04804804804805","2011-12-31"
"Conceição do Araguaia","10","2011-12-31"
"Cocalinho","6.51371308016878","2011-12-31"
"Lençóis Paulista","6.01164103900617","2011-12-31"
"Chã Preta","3.0281007751938","2011-12-31"
"Três Pontas","6.18590470431124","2011-12-31"
"União","10","2011-12-31"
"Marapanim","2.94291831807207","2011-12-31"
"Lupércio","10","2011-12-31"
"Timbó Grande","4.90395480225989","2011-12-31"
"Senador Sá","5.99647266313933","2011-12-31"
"Panelas","5.65029097306807","2011-12-31"
"Itajubá","5.04431416671601","2011-12-31"
"São Carlos","10","2011-12-31"
"Itaóca","10","2011-12-31"
"Iporá","5.79566563467492","2011-12-31"
"Filadélfia","2.49607759235487","2011-12-31"
"Presidente Lucena","10","2011-12-31"
"Marechal Deodoro","4.71924679078466","2011-12-31"
"Tacaimbó","5.51992958631963","2011-12-31"
"Coronel Pacheco","10","2011-12-31"
"Cumaru do Norte","0.368357487922705","2011-12-31"
"Paracambi","3.68039869491951","2011-12-31"
"Braganey","9.59481088366608","2011-12-31"
"Tenente Laurentino Cruz","7.04773014484301","2011-12-31"
"Venâncio Aires","6.07087561217099","2011-12-31"
"Neves Paulista","5.67502986857826","2011-12-31"
"Careiro","3.88543475419631","2011-12-31"
"Ouro Verde do Oeste","7.50705862813486","2011-12-31"
"Moreilândia","5.42274344710069","2011-12-31"
"Conceição do Canindé","10","2011-12-31"
"Teodoro Sampaio","6.61543387768172","2011-12-31"
"Iguaraçu","8.83190883190883","2011-12-31"
"São Francisco","5.58872305140962","2011-12-31"
"Conselheiro Mairinck","10","2011-12-31"
"Aguiarnópolis","5.14526502550455","2011-12-31"
"Igrejinha","4.98916897774466","2011-12-31"
"Maravilha","4.81647566849361","2011-12-31"
"Fagundes Varela","10","2011-12-31"
"Cametá","2.21342714746409","2011-12-31"
"Demerval Lobão","7.71098967820279","2011-12-31"
"Tailândia","4.12739217366467","2011-12-31"
"Frei Martinho","10","2011-12-31"
"Santa Rita de Cássia","9.28584086478823","2011-12-31"
"Barão de Monte Alto","10","2011-12-31"
"Logradouro","10","2011-12-31"
"Orizânia","7.34189653962238","2011-12-31"
"Rolante","7.99923222726073","2011-12-31"
"São Gabriel","6.37805257604397","2011-12-31"
"Capela de Santana","7.67522609819121","2011-12-31"
"Ouro Velho","10","2011-12-31"
"Lagoa de São Francisco","10","2011-12-31"
"Salto do Jacuí","7.77660777660778","2011-12-31"
"Bodoquena","10","2011-12-31"
"Uarini","4.45601851851852","2011-12-31"
"Itamonte","8.29908005480525","2011-12-31"
"Pacatuba","5.38718533955212","2011-12-31"
"Serrinha","8.56374807987711","2011-12-31"
"Maquiné","8.43781524715377","2011-12-31"
"Guaraci","8.39465794494413","2011-12-31"
"Canudos","4.25080084944031","2011-12-31"
"Tabocas do Brejo Velho","5.81678857540927","2011-12-31"
"Palestina","3.82809678584326","2011-12-31"
"Pugmil","9.14494741655235","2011-12-31"
"Nova Londrina","6.91817290177946","2011-12-31"
"São Valentim","9.073850690256","2011-12-31"
"Tuparendi","8.53000154249576","2011-12-31"
"Cupira","4.58937198067633","2011-12-31"
"Curvelândia","3.28493461023582","2011-12-31"
"Carazinho","5.61339541966848","2011-12-31"
"Artur Nogueira","6.55981543878821","2011-12-31"
"Marilena","9.56172441001363","2011-12-31"
"Tarrafas","6.28306878306878","2011-12-31"
"Bom Progresso","10","2011-12-31"
"São Caetano do Sul","5.8198520792037","2011-12-31"
"Nova América","6.49540517961571","2011-12-31"
"Planalto da Serra","10","2011-12-31"
"Natividade","7.78024966011618","2011-12-31"
"Toledo","4.99323025856045","2011-12-31"
"Barreirinha","5.05784933206382","2011-12-31"
"Feira da Mata","5.91796708450584","2011-12-31"
"São Gabriel da Palha","7.6117496807152","2011-12-31"
"Cruz Alta","6.38460674472805","2011-12-31"
"Beruri","4.75533057217365","2011-12-31"
"Quatipuru","2.70386266094421","2011-12-31"
"Novo Repartimento","0.0473627990406514","2011-12-31"
"Cotia","3.86253989460402","2011-12-31"
"Ribeira do Piauí","4.23825887743414","2011-12-31"
"Formosa do Rio Preto","4.47450297948637","2011-12-31"
"Maçambará","10","2011-12-31"
"Doutor Ulysses","8.12574139976275","2011-12-31"
"Dois Lajeados","10","2011-12-31"
"Buritis","10","2011-12-31"
"Santa Rosa","8.01055508434643","2011-12-31"
"Presidente Prudente","5.59687803619446","2011-12-31"
"Barra","10","2011-12-31"
"Aquidauana","8.04315788341347","2011-12-31"
"Capitão Enéas","9.69633016766327","2011-12-31"
"Flor da Serra do Sul","10","2011-12-31"
"Guarulhos","8.4616800248761","2011-12-31"
"Santa Teresinha","10","2011-12-31"
"Pimenteiras do Oeste","5.17006802721088","2011-12-31"
"São Miguel do Fidalgo","9.10875539850805","2011-12-31"
"Aracaju","4.32011721586564","2011-12-31"
"São João da Fronteira","1.82466870540265","2011-12-31"
"Boa Vista do Tupim","7.51701012468665","2011-12-31"
"Governador Luiz Rocha","4.77568740955137","2011-12-31"
"Cachoeirinha","4.98971193415638","2011-12-31"
"Barra dos Coqueiros","5.85418075276087","2011-12-31"
"Camapuã","10","2011-12-31"
"Alvarães","2.97137612573854","2011-12-31"
"São Cristóvão","4.25343089717594","2011-12-31"
"Xapuri","9.15513907481779","2011-12-31"
"Floresta do Piauí","10","2011-12-31"
"Chorozinho","7.36411616789632","2011-12-31"
"Guaraíta","9.1922514619883","2011-12-31"
"Erechim","6.62774197233096","2011-12-31"
"Leme","6.56181526519004","2011-12-31"
"Lizarda","4.87847222222222","2011-12-31"
"Morada Nova de Minas","9.56059045657398","2011-12-31"
"Cerrito","6.50406504065041","2011-12-31"
"Penedo","5.45862515570734","2011-12-31"
"Novo Horizonte do Oeste","10","2011-12-31"
"Lagoa da Canoa","6.75020446313822","2011-12-31"
"Dobrada","6.68677727501257","2011-12-31"
"Ipecaetá","7.30603295848363","2011-12-31"
"Cristianópolis","6.46813960934998","2011-12-31"
"Igarapé-Miri","8.59597621428648","2011-12-31"
"São Martinho","10","2011-12-31"
"Vila Nova do Sul","10","2011-12-31"
"São Braz do Piauí","10","2011-12-31"
"Toritama","2.86895838718015","2011-12-31"
"Maceió","5.1766868279844","2011-12-31"
"São Simão","10","2011-12-31"
"Meleiro","10","2011-12-31"
"Nova Lima","5.98034699831107","2011-12-31"
"Tremembé","4.48655988216883","2011-12-31"
"Janiópolis","7.02614379084967","2011-12-31"
"Frei Paulo","3.597226759592","2011-12-31"
"Montes Altos","5.72166851236619","2011-12-31"
"Potiretama","9.47789071323082","2011-12-31"
"Canoas","3.163339779344","2011-12-31"
"Pires Ferreira","7.52525252525253","2011-12-31"
"Santa Izabel do Pará","6.2661184151202","2011-12-31"
"Bauru","3.89633356087812","2011-12-31"
"Macambira","2.65974189486937","2011-12-31"
"São José do Barreiro","6.77121322635546","2011-12-31"
"Barrinha","5.94714390455242","2011-12-31"
"Britânia","10","2011-12-31"
"Verdejante","7.84241980729357","2011-12-31"
"Martinópolis","8.83343236284413","2011-12-31"
"Jurema","5.39520155888442","2011-12-31"
"Carrapateira","9.63912630579297","2011-12-31"
"Santo Antônio da Barra","8.03091397849462","2011-12-31"
"São Miguel da Baixa Grande","5.76741996233522","2011-12-31"
"Japi","9.07093534212178","2011-12-31"
"Salto Grande","5.06417485634499","2011-12-31"
"Luiz Alves","8.63985496875149","2011-12-31"
"Campo Alegre","6.84107098992876","2011-12-31"
"Jaci","4.84290101582802","2011-12-31"
"Augusto Corrêa","5.13040263493984","2011-12-31"
"Rio Verde","3.318705502638","2011-12-31"
